Volume;Sphericity;Surface Area;Target;Target_Names
0.02;0.24;1.36;1;Bottom
0.01;0.34;0.44;1;Bottom
0.01;0.37;0.41;1;Bottom
0.04;0.26;2.2;1;Bottom
0.01;0.32;0.51;1;Bottom
0.01;0.29;0.6;1;Bottom
0.02;0.64;0.56;1;Bottom
0.01;0.35;0.61;1;Bottom
0.01;0.31;0.5;1;Bottom
0.01;0.3;0.54;1;Bottom
0.04;0.33;1.71;1;Bottom
0.02;0.34;1.08;1;Bottom
0.01;0.32;0.53;1;Bottom
0.01;0.28;0.77;1;Bottom
0.06;0.26;2.76;1;Bottom
0.01;0.36;0.44;1;Bottom
0.02;0.24;1.48;1;Bottom
0.01;0.28;0.61;1;Bottom
0.01;0.28;0.55;1;Bottom
0.01;0.33;0.44;1;Bottom
0.01;0.28;0.77;1;Bottom
0.01;0.33;0.54;1;Bottom
0.01;0.31;0.52;1;Bottom
0.01;0.31;0.69;1;Bottom
0.03;0.25;1.8;1;Bottom
0.01;0.3;0.56;1;Bottom
0.01;0.29;0.69;1;Bottom
0.01;0.3;0.66;1;Bottom
0.01;0.31;0.46;1;Bottom
0.01;0.28;0.62;1;Bottom
0.01;0.26;0.79;1;Bottom
0.01;0.26;0.71;1;Bottom
0.01;0.3;0.51;1;Bottom
0.01;0.34;0.52;1;Bottom
0.01;0.27;0.58;1;Bottom
0.01;0.31;0.68;1;Bottom
0.01;0.29;0.51;1;Bottom
0.02;0.22;1.59;1;Bottom
0.26;0.53;3.71;1;Bottom
0.01;0.33;0.54;1;Bottom
0.01;0.29;0.59;1;Bottom
0.07;0.22;3.75;1;Bottom
0.01;0.31;0.78;1;Bottom
0.02;0.26;1.25;1;Bottom
0.03;0.23;1.88;1;Bottom
0.01;0.29;0.81;1;Bottom
0.01;0.26;1.04;1;Bottom
0.01;0.27;0.98;1;Bottom
0.01;0.38;0.4;1;Bottom
0.02;0.27;1.16;1;Bottom
0.01;0.34;0.66;1;Bottom
0.01;0.29;0.57;1;Bottom
0.01;0.63;0.4;1;Bottom
0.02;0.26;1.21;1;Bottom
0.01;0.32;0.45;1;Bottom
0.01;0.33;0.5;1;Bottom
0.01;0.33;0.44;1;Bottom
0.01;0.31;0.52;1;Bottom
0.02;0.24;1.51;1;Bottom
0.01;0.24;1.14;1;Bottom
0.01;0.3;0.56;1;Bottom
0.01;0.29;0.5;1;Bottom
0.01;0.32;0.46;1;Bottom
0.01;0.25;0.86;1;Bottom
0.02;0.61;0.57;1;Bottom
0.01;0.27;0.76;1;Bottom
0.02;0.29;1.04;1;Bottom
0.01;0.33;0.55;1;Bottom
0.01;0.27;0.92;1;Bottom
0.01;0.32;0.61;1;Bottom
0.01;0.27;0.56;1;Bottom
0.01;0.3;0.67;1;Bottom
0.01;0.26;1.07;1;Bottom
0.01;0.34;0.48;1;Bottom
0.01;0.27;0.78;1;Bottom
0.01;0.28;0.76;1;Bottom
0.02;0.25;1.23;1;Bottom
0.01;0.34;0.44;1;Bottom
0.01;0.37;0.38;1;Bottom
0.01;0.3;0.48;1;Bottom
0.01;0.3;0.53;1;Bottom
0.02;0.3;1.11;1;Bottom
0.01;0.66;0.31;1;Bottom
0.01;0.28;1.04;1;Bottom
0.02;0.63;0.56;1;Bottom
0.01;0.32;0.87;1;Bottom
0.01;0.25;0.76;1;Bottom
0.01;0.3;0.76;1;Bottom
0.02;0.23;1.35;1;Bottom
0.01;0.31;0.53;1;Bottom
0.01;0.24;1.09;1;Bottom
0.01;0.27;0.76;1;Bottom
0.01;0.27;0.8;1;Bottom
0.01;0.28;0.68;1;Bottom
0.01;0.29;0.5;1;Bottom
0.01;0.49;0.44;1;Bottom
0.22;0.5;3.45;1;Bottom
0.01;0.33;0.44;1;Bottom
0.06;0.35;2.15;1;Bottom
0.01;0.29;0.53;1;Bottom
0.02;0.26;1.12;1;Bottom
0.01;0.3;0.75;1;Bottom
0.01;0.35;0.45;1;Bottom
0.01;0.31;0.56;1;Bottom
6.47;0.35;48.37;1;Bottom
0.01;0.24;0.96;1;Bottom
0.02;0.33;1;1;Bottom
0.01;0.31;0.47;1;Bottom
0.01;0.49;0.33;1;Bottom
0.01;0.32;0.48;1;Bottom
0.01;0.34;0.43;1;Bottom
0.01;0.3;0.58;1;Bottom
0.01;0.34;0.72;1;Bottom
0.01;0.35;0.69;1;Bottom
0.01;0.34;0.64;1;Bottom
0.01;0.3;0.74;1;Bottom
0.01;0.27;0.71;1;Bottom
0.02;0.22;1.55;1;Bottom
0.01;0.32;0.46;1;Bottom
0.01;0.3;0.54;1;Bottom
0.01;0.37;0.4;1;Bottom
0.01;0.28;0.75;1;Bottom
0.01;0.25;1.18;1;Bottom
0.01;0.3;0.61;1;Bottom
0.01;0.27;0.61;1;Bottom
0.01;0.31;0.47;1;Bottom
0.01;0.28;0.61;1;Bottom
0.01;0.33;0.52;1;Bottom
0.01;0.34;0.77;1;Bottom
0.01;0.63;0.32;1;Bottom
0.04;0.27;2.1;1;Bottom
0.01;0.3;0.57;1;Bottom
0.01;0.29;0.89;1;Bottom
0.01;0.31;0.48;1;Bottom
0.01;0.32;0.44;1;Bottom
0.03;0.29;1.48;1;Bottom
0.01;0.28;0.6;1;Bottom
0.34;0.34;6.99;1;Bottom
0.01;0.64;0.36;1;Bottom
0.01;0.29;0.49;1;Bottom
0.01;0.33;0.45;1;Bottom
0.01;0.3;0.5;1;Bottom
0.03;0.25;1.77;1;Bottom
0.01;0.29;0.49;1;Bottom
0.01;0.28;0.55;1;Bottom
0.01;0.3;0.48;1;Bottom
0.01;0.33;0.48;1;Bottom
0.01;0.32;0.48;1;Bottom
0.01;0.27;0.82;1;Bottom
0.01;0.63;0.32;1;Bottom
0.01;0.64;0.38;1;Bottom
0.01;0.25;0.62;1;Bottom
0.01;0.3;0.57;1;Bottom
0.01;0.25;1.06;1;Bottom
0.01;0.29;0.54;1;Bottom
0.01;0.3;0.58;1;Bottom
0.01;0.29;0.56;1;Bottom
0.01;0.55;0.3;1;Bottom
0.02;0.22;1.46;1;Bottom
0.01;0.31;0.48;1;Bottom
0.01;0.23;1.08;1;Bottom
0.01;0.28;0.62;1;Bottom
0.01;0.4;0.37;1;Bottom
0.13;0.18;6.63;1;Bottom
0.01;0.32;0.55;1;Bottom
0.01;0.64;0.38;1;Bottom
0.01;0.29;0.52;1;Bottom
0.01;0.26;0.91;1;Bottom
0.02;0.29;1.11;1;Bottom
0.01;0.65;0.22;1;Bottom
0.01;0.23;1.22;1;Bottom
0.01;0.29;0.69;1;Bottom
0.01;0.38;0.72;1;Bottom
0.01;0.26;1.09;1;Bottom
0.01;0.32;0.51;1;Bottom
0.01;0.26;0.68;1;Bottom
0.01;0.28;0.57;1;Bottom
0.02;0.59;0.65;1;Bottom
0.01;0.35;0.47;1;Bottom
0.01;0.29;0.61;1;Bottom
0.01;0.32;0.46;1;Bottom
0.01;0.3;0.52;1;Bottom
0.01;0.3;0.65;1;Bottom
0.01;0.25;0.81;1;Bottom
0.01;0.29;0.61;1;Bottom
0.01;0.36;0.46;1;Bottom
0.01;0.64;0.41;1;Bottom
0.02;0.3;1.22;1;Bottom
0.01;0.26;0.76;1;Bottom
0.01;0.38;0.39;1;Bottom
0.02;0.28;1.09;1;Bottom
0.01;0.24;0.86;1;Bottom
0.01;0.62;0.23;1;Bottom
0.01;0.27;0.84;1;Bottom
0.01;0.34;0.53;1;Bottom
0.01;0.26;0.57;1;Bottom
0.01;0.63;0.23;1;Bottom
0.05;0.41;1.62;1;Bottom
0.01;0.26;0.94;1;Bottom
0.01;0.25;0.62;1;Bottom
0.01;0.3;0.5;1;Bottom
0.01;0.34;0.45;1;Bottom
0.01;0.26;0.85;1;Bottom
0.01;0.27;0.63;1;Bottom
0.01;0.29;0.82;1;Bottom
0.01;0.27;0.83;1;Bottom
0.01;0.27;0.83;1;Bottom
0.01;0.28;0.6;1;Bottom
0.01;0.26;1.05;1;Bottom
0.02;0.26;1.26;1;Bottom
0.01;0.3;0.59;1;Bottom
0.02;0.62;0.51;1;Bottom
0.04;0.28;2.01;1;Bottom
0.01;0.38;0.39;1;Bottom
0.01;0.35;0.41;1;Bottom
0.05;0.61;1.04;1;Bottom
0.01;0.28;0.51;1;Bottom
0.01;0.28;0.75;1;Bottom
0.01;0.27;0.6;1;Bottom
0.01;0.26;1.01;1;Bottom
0.02;0.26;1.28;1;Bottom
0.01;0.31;0.57;1;Bottom
0.02;0.3;1.22;1;Bottom
0.01;0.29;0.54;1;Bottom
0.06;0.19;3.78;1;Bottom
0.02;0.23;1.47;1;Bottom
0.01;0.3;0.49;1;Bottom
0.04;0.21;2.78;1;Bottom
0.01;0.27;0.61;1;Bottom
0.05;0.21;2.95;1;Bottom
0.01;0.27;0.81;1;Bottom
0.01;0.63;0.31;1;Bottom
0.01;0.24;0.99;1;Bottom
0.01;0.63;0.26;1;Bottom
0.01;0.63;0.24;1;Bottom
0.02;0.36;0.89;1;Bottom
0.01;0.27;0.62;1;Bottom
0.01;0.3;0.53;1;Bottom
0.01;0.31;0.47;1;Bottom
0.02;0.27;1.31;1;Bottom
0.01;0.28;0.52;1;Bottom
0.01;0.27;0.81;1;Bottom
0.01;0.59;0.44;1;Bottom
0.01;0.3;0.97;1;Bottom
0.01;0.31;0.47;1;Bottom
0.01;0.28;0.53;1;Bottom
0.02;0.64;0.56;1;Bottom
0.01;0.3;0.48;1;Bottom
0.01;0.32;0.55;1;Bottom
0.01;0.29;0.55;1;Bottom
0.01;0.59;0.27;1;Bottom
0.01;0.36;0.7;1;Bottom
0.01;0.26;0.73;1;Bottom
0.01;0.33;0.58;1;Bottom
0.01;0.29;0.54;1;Bottom
0.01;0.29;0.56;1;Bottom
0.01;0.24;1.15;1;Bottom
0.01;0.27;0.86;1;Bottom
0.02;0.25;1.24;1;Bottom
0.01;0.26;1.05;1;Bottom
0.01;0.25;1.07;1;Bottom
0.01;0.3;0.49;1;Bottom
0.01;0.28;0.52;1;Bottom
0.02;0.28;1.12;1;Bottom
0.01;0.28;0.56;1;Bottom
0.01;0.24;0.72;1;Bottom
0.01;0.32;0.45;1;Bottom
0.01;0.27;0.52;1;Bottom
0.01;0.31;0.57;1;Bottom
0.02;0.21;1.81;1;Bottom
0.01;0.28;0.61;1;Bottom
0.01;0.26;0.99;1;Bottom
0.01;0.24;1.2;1;Bottom
0.01;0.26;0.71;1;Bottom
0.01;0.26;0.82;1;Bottom
0.02;0.63;0.5;1;Bottom
0.01;0.25;1;1;Bottom
0.01;0.35;0.41;1;Bottom
0.01;0.29;0.49;1;Bottom
0.01;0.28;0.74;1;Bottom
0.01;0.24;1.19;1;Bottom
0.01;0.3;0.49;1;Bottom
0.01;0.28;0.59;1;Bottom
0.01;0.26;0.61;1;Bottom
0.01;0.29;0.49;1;Bottom
0.03;0.21;2.42;1;Bottom
0.01;0.29;0.93;1;Bottom
0.01;0.3;0.48;1;Bottom
0.01;0.32;0.48;1;Bottom
0.01;0.66;0.26;1;Bottom
0.01;0.27;0.64;1;Bottom
0.01;0.27;0.57;1;Bottom
0.01;0.37;0.54;1;Bottom
0.01;0.27;1.06;1;Bottom
0.01;0.3;0.47;1;Bottom
0.01;0.3;0.5;1;Bottom
0.02;0.27;1.46;1;Bottom
0.01;0.25;0.61;1;Bottom
0.01;0.28;0.52;1;Bottom
0.09;0.2;4.99;1;Bottom
0.02;0.2;2.07;1;Bottom
0.01;0.31;0.47;1;Bottom
0.03;0.24;1.91;1;Bottom
0.01;0.28;0.56;1;Bottom
0.02;0.26;1.33;1;Bottom
0.01;0.59;0.43;1;Bottom
0.01;0.3;0.59;1;Bottom
0.01;0.25;0.78;1;Bottom
0.01;0.38;0.39;1;Bottom
0.02;0.23;1.42;1;Bottom
0.01;0.26;0.87;1;Bottom
0.01;0.25;0.93;1;Bottom
0.05;0.28;2.4;1;Bottom
0.01;0.31;0.52;1;Bottom
0.01;0.27;0.57;1;Bottom
0.02;0.25;1.34;1;Bottom
0.01;0.28;0.6;1;Bottom
0.01;0.35;0.5;1;Bottom
0.01;0.32;0.5;1;Bottom
0.01;0.24;1;1;Bottom
0.01;0.27;0.8;1;Bottom
0.01;0.3;0.5;1;Bottom
0.01;0.27;0.75;1;Bottom
0.07;0.2;4.25;1;Bottom
0.01;0.32;0.45;1;Bottom
0.01;0.26;1.06;1;Bottom
0.01;0.3;0.63;1;Bottom
0.01;0.62;0.46;1;Bottom
0.01;0.26;0.81;1;Bottom
0.02;0.35;0.87;1;Bottom
0.09;0.61;1.59;1;Bottom
0.01;0.27;0.52;1;Bottom
0.01;0.29;0.51;1;Bottom
0.01;0.36;0.42;1;Bottom
0.02;0.64;0.49;1;Bottom
0.01;0.27;0.92;1;Bottom
0.01;0.26;0.69;1;Bottom
0.01;0.28;0.54;1;Bottom
0.01;0.26;0.66;1;Bottom
0.01;0.3;0.51;1;Bottom
0.01;0.31;0.53;1;Bottom
0.01;0.3;0.5;1;Bottom
0.01;0.25;0.95;1;Bottom
0.01;0.29;0.56;1;Bottom
0.01;0.31;0.47;1;Bottom
0.01;0.24;0.84;1;Bottom
0.01;0.28;0.68;1;Bottom
0.01;0.27;0.88;1;Bottom
0.01;0.37;0.61;1;Bottom
0.01;0.32;0.5;1;Bottom
0.01;0.29;0.5;1;Bottom
0.01;0.36;0.47;1;Bottom
0.01;0.35;0.42;1;Bottom
0.03;0.59;0.78;1;Bottom
0.01;0.28;0.64;1;Bottom
0.01;0.27;0.66;1;Bottom
0.02;0.26;1.2;1;Bottom
0.01;0.29;0.5;1;Bottom
0.01;0.28;0.72;1;Bottom
0.05;0.22;2.92;1;Bottom
0.02;0.24;1.41;1;Bottom
0.01;0.25;0.73;1;Bottom
0.01;0.24;0.59;1;Bottom
0.01;0.3;0.63;1;Bottom
0.01;0.32;0.49;1;Bottom
0.01;0.26;0.7;1;Bottom
0.01;0.27;0.54;1;Bottom
0.01;0.27;0.58;1;Bottom
0.01;0.62;0.32;1;Bottom
0.01;0.25;0.65;1;Bottom
0.01;0.65;0.36;1;Bottom
0.01;0.31;0.49;1;Bottom
0.01;0.65;0.22;1;Bottom
0.03;0.65;0.64;1;Bottom
0.01;0.3;0.57;1;Bottom
0.01;0.28;0.57;1;Bottom
0.01;0.25;0.78;1;Bottom
0.01;0.27;0.54;1;Bottom
0.01;0.32;0.54;1;Bottom
0.02;0.3;1.29;1;Bottom
0.02;0.65;0.46;1;Bottom
0.02;0.65;0.55;1;Bottom
0.01;0.28;0.56;1;Bottom
0.02;0.27;1.37;1;Bottom
0.01;0.65;0.24;1;Bottom
0.01;0.29;0.67;1;Bottom
0.01;0.29;0.54;1;Bottom
0.01;0.29;0.7;1;Bottom
0.01;0.28;0.62;1;Bottom
0.01;0.26;0.98;1;Bottom
0.01;0.31;0.54;1;Bottom
0.01;0.32;0.51;1;Bottom
0.01;0.24;0.85;1;Bottom
0.01;0.29;0.5;1;Bottom
0.01;0.23;1.21;1;Bottom
0.01;0.3;0.51;1;Bottom
0.01;0.29;0.61;1;Bottom
0.01;0.33;0.48;1;Bottom
0.02;0.64;0.57;1;Bottom
0.01;0.22;1.06;1;Bottom
0.01;0.26;0.98;1;Bottom
0.01;0.28;0.54;1;Bottom
0.01;0.26;0.61;1;Bottom
0.01;0.28;0.66;1;Bottom
0.08;0.62;1.52;1;Bottom
0.01;0.31;0.54;1;Bottom
0.04;0.61;0.93;1;Bottom
0.01;0.3;0.62;1;Bottom
0.02;0.64;0.51;1;Bottom
0.01;0.25;0.59;1;Bottom
0.01;0.27;0.63;1;Bottom
0.04;0.22;2.51;1;Bottom
0.02;0.31;1.15;1;Bottom
0.01;0.27;0.75;1;Bottom
0.03;0.27;1.7;1;Bottom
0.01;0.28;1.01;1;Bottom
0.02;0.64;0.5;1;Bottom
0.01;0.24;0.92;1;Bottom
0.01;0.23;1.12;1;Bottom
0.01;0.29;0.88;1;Bottom
0.01;0.29;0.54;1;Bottom
0.01;0.64;0.36;1;Bottom
0.01;0.28;0.56;1;Bottom
0.01;0.27;0.54;1;Bottom
0.01;0.27;0.83;1;Bottom
0.03;0.26;1.81;1;Bottom
0.01;0.26;0.81;1;Bottom
0.01;0.28;0.5;1;Bottom
0.02;0.24;1.29;1;Bottom
0.01;0.26;0.76;1;Bottom
0.01;0.31;0.55;1;Bottom
0.03;0.28;1.56;1;Bottom
0.02;0.34;1.14;1;Bottom
0.01;0.27;0.52;1;Bottom
0.01;0.26;0.79;1;Bottom
0.01;0.3;0.54;1;Bottom
0.01;0.27;1.08;1;Bottom
0.02;0.63;0.57;1;Bottom
0.01;0.29;0.86;1;Bottom
0.01;0.3;0.53;1;Bottom
0.01;0.27;0.56;1;Bottom
0.02;0.23;1.81;1;Bottom
0.01;0.26;0.54;1;Bottom
0.01;0.66;0.23;1;Bottom
0.06;0.26;3.04;1;Bottom
0.01;0.29;0.61;1;Bottom
0.01;0.33;0.49;1;Bottom
0.01;0.26;0.97;1;Bottom
0.01;0.33;0.53;1;Bottom
0.03;0.63;0.75;1;Bottom
0.01;0.26;0.77;1;Bottom
0.01;0.26;0.7;1;Bottom
0.01;0.32;0.54;1;Bottom
0.01;0.23;0.85;1;Bottom
0.01;0.27;0.71;1;Bottom
0.01;0.23;0.82;1;Bottom
0.01;0.65;0.23;1;Bottom
0.01;0.32;0.5;1;Bottom
1.5;0.28;22.87;1;Bottom
0.01;0.3;0.97;1;Bottom
0.01;0.31;0.46;1;Bottom
0.03;0.62;0.69;1;Bottom
0.01;0.36;0.53;1;Bottom
0.01;0.25;0.62;1;Bottom
0.01;0.3;0.57;1;Bottom
0.01;0.33;0.45;1;Bottom
0.01;0.27;0.53;1;Bottom
0.03;0.21;2.12;1;Bottom
0.01;0.27;0.66;1;Bottom
0.01;0.26;0.68;1;Bottom
0.01;0.26;0.58;1;Bottom
0.01;0.27;0.75;1;Bottom
0.05;0.65;0.96;1;Bottom
0.01;0.27;0.79;1;Bottom
0.01;0.26;0.69;1;Bottom
0.02;0.21;1.88;1;Bottom
0.01;0.27;0.55;1;Bottom
0.01;0.25;1;1;Bottom
0.01;0.28;0.51;1;Bottom
0.01;0.61;0.37;1;Bottom
0.01;0.3;0.56;1;Bottom
0.01;0.26;0.54;1;Bottom
0.01;0.24;0.76;1;Bottom
0.01;0.62;0.37;1;Bottom
0.01;0.28;0.56;1;Bottom
0.01;0.28;0.58;1;Bottom
0.01;0.3;0.5;1;Bottom
0.02;0.64;0.5;1;Bottom
0.01;0.24;0.85;1;Bottom
0.01;0.27;0.56;1;Bottom
0.01;0.29;0.54;1;Bottom
0.01;0.24;1.04;1;Bottom
0.01;0.27;0.59;1;Bottom
0.01;0.26;0.7;1;Bottom
0.01;0.25;0.83;1;Bottom
0.01;0.64;0.45;1;Bottom
0.01;0.29;0.54;1;Bottom
0.01;0.25;0.83;1;Bottom
0.02;0.22;1.43;1;Bottom
0.01;0.28;0.53;1;Bottom
0.01;0.27;0.53;1;Bottom
0.04;0.64;0.82;1;Bottom
0.01;0.34;0.82;1;Bottom
0.01;0.29;0.49;1;Bottom
0.01;0.29;0.49;1;Bottom
0.02;0.22;1.49;1;Bottom
0.01;0.26;0.57;1;Bottom
0.01;0.26;0.58;1;Bottom
0.01;0.25;0.71;1;Bottom
0.01;0.6;0.34;1;Bottom
0.01;0.63;0.44;1;Bottom
0.01;0.28;0.52;1;Bottom
0.01;0.26;0.56;1;Bottom
0.01;0.3;0.51;1;Bottom
0.02;0.26;1.27;1;Bottom
0.01;0.57;0.28;1;Bottom
0.01;0.27;0.99;1;Bottom
0.01;0.63;0.41;1;Bottom
0.01;0.3;0.61;1;Bottom
0.02;0.24;1.44;1;Bottom
0.01;0.29;0.51;1;Bottom
0.01;0.28;0.83;1;Bottom
0.01;0.22;1.19;1;Bottom
0.01;0.5;0.34;1;Bottom
0.01;0.29;0.74;1;Bottom
0.01;0.26;0.54;1;Bottom
0.01;0.61;0.25;1;Bottom
0.01;0.22;1.2;1;Bottom
0.01;0.63;0.32;1;Bottom
0.01;0.27;0.56;1;Bottom
0.01;0.62;0.45;1;Bottom
0.09;0.62;1.61;1;Bottom
0.04;0.65;0.92;1;Bottom
0.01;0.32;0.44;1;Bottom
0.02;0.29;1.24;1;Bottom
0.01;0.31;0.48;1;Bottom
0.01;0.32;0.48;1;Bottom
0.01;0.62;0.47;1;Bottom
0.01;0.62;0.43;1;Bottom
0.01;0.26;0.56;1;Bottom
0.01;0.28;0.85;1;Bottom
0.02;0.22;1.55;1;Bottom
0.01;0.28;0.66;1;Bottom
0.02;0.57;0.53;1;Bottom
0.01;0.28;0.67;1;Bottom
0.02;0.22;1.86;1;Bottom
0.01;0.29;0.52;1;Bottom
0.01;0.26;0.61;1;Bottom
0.01;0.36;0.75;1;Bottom
0.01;0.26;0.86;1;Bottom
0.01;0.3;0.54;1;Bottom
0.09;0.64;1.54;1;Bottom
0.01;0.25;1.02;1;Bottom
0.02;0.28;1.43;1;Bottom
0.06;0.63;1.17;1;Bottom
0.04;0.29;2.08;1;Bottom
0.33;0.59;3.91;1;Bottom
0.01;0.63;0.3;1;Bottom
0.01;0.28;0.62;1;Bottom
0.02;0.59;0.68;1;Bottom
0.05;0.22;2.74;1;Bottom
0.01;0.29;0.71;1;Bottom
0.01;0.27;0.8;1;Bottom
0.01;0.27;0.64;1;Bottom
0.01;0.3;0.49;1;Bottom
0.01;0.25;0.73;1;Bottom
0.01;0.23;1.02;1;Bottom
0.02;0.23;1.3;1;Bottom
0.01;0.29;0.53;1;Bottom
0.05;0.22;2.91;1;Bottom
0.01;0.24;0.93;1;Bottom
0.01;0.27;0.75;1;Bottom
0.01;0.23;1.04;1;Bottom
0.01;0.27;0.54;1;Bottom
0.01;0.27;0.78;1;Bottom
0.01;0.28;0.75;1;Bottom
0.01;0.24;0.99;1;Bottom
0.01;0.64;0.24;1;Bottom
0.01;0.24;0.98;1;Bottom
0.01;0.26;0.67;1;Bottom
0.01;0.26;0.84;1;Bottom
0.01;0.23;0.8;1;Bottom
0.4;0.53;4.94;1;Bottom
0.01;0.29;0.69;1;Bottom
0.01;0.24;0.94;1;Bottom
0.01;0.22;1.21;1;Bottom
0.01;0.31;0.45;1;Bottom
0.01;0.24;0.7;1;Bottom
0.01;0.25;0.7;1;Bottom
1.06;0.31;16.32;1;Bottom
0.03;0.19;2.54;1;Bottom
0.02;0.63;0.51;1;Bottom
0.01;0.23;1.16;1;Bottom
0.01;0.32;0.6;1;Bottom
0.01;0.62;0.35;1;Bottom
0.01;0.29;0.53;1;Bottom
0.02;0.3;1.21;1;Bottom
0.01;0.56;0.44;1;Bottom
0.01;0.54;0.27;1;Bottom
0.03;0.34;1.45;1;Bottom
0.01;0.31;0.48;1;Bottom
0.01;0.26;0.64;1;Bottom
0.02;0.51;0.81;1;Bottom
0.01;0.28;0.58;1;Bottom
0.02;0.23;1.65;1;Bottom
0.03;0.23;2.21;1;Bottom
0.01;0.62;0.45;1;Bottom
0.01;0.25;0.83;1;Bottom
0.01;0.24;0.72;1;Bottom
0.01;0.31;0.48;1;Bottom
0.01;0.66;0.25;1;Bottom
0.01;0.26;0.61;1;Bottom
0.07;0.19;4.4;1;Bottom
0.01;0.6;0.46;1;Bottom
0.01;0.31;0.52;1;Bottom
0.01;0.25;0.81;1;Bottom
0.01;0.29;0.54;1;Bottom
0.01;0.32;0.68;1;Bottom
0.01;0.25;0.74;1;Bottom
0.01;0.27;0.73;1;Bottom
0.01;0.28;0.53;1;Bottom
0.01;0.65;0.43;1;Bottom
0.01;0.28;0.58;1;Bottom
0.01;0.27;0.61;1;Bottom
0.01;0.29;0.63;1;Bottom
0.01;0.28;0.68;1;Bottom
0.07;0.24;3.62;1;Bottom
0.01;0.27;1.03;1;Bottom
0.01;0.64;0.3;1;Bottom
0.01;0.26;0.73;1;Bottom
0.02;0.25;1.29;1;Bottom
0.01;0.62;0.3;1;Bottom
0.01;0.26;0.84;1;Bottom
0.01;0.26;0.65;1;Bottom
0.01;0.32;0.44;1;Bottom
0.01;0.29;0.49;1;Bottom
0.02;0.2;1.67;1;Bottom
0.01;0.25;0.72;1;Bottom
0.01;0.3;0.48;1;Bottom
0.01;0.26;0.62;1;Bottom
0.06;0.64;1.17;1;Bottom
0.01;0.28;0.5;1;Bottom
0.01;0.3;0.63;1;Bottom
0.01;0.32;0.5;1;Bottom
0.01;0.28;0.57;1;Bottom
0.01;0.31;0.45;1;Bottom
0.01;0.24;0.64;1;Bottom
0.01;0.25;0.75;1;Bottom
0.02;0.23;1.64;1;Bottom
0.01;0.3;0.49;1;Bottom
0.01;0.27;0.65;1;Bottom
0.01;0.24;0.71;1;Bottom
0.01;0.27;0.53;1;Bottom
0.01;0.58;0.43;1;Bottom
0.01;0.62;0.32;1;Bottom
0.02;0.19;1.65;1;Bottom
0.06;0.27;2.78;1;Bottom
0.02;0.66;0.6;1;Bottom
0.01;0.29;0.55;1;Bottom
0.01;0.26;0.58;1;Bottom
0.01;0.62;0.24;1;Bottom
0.01;0.26;0.69;1;Bottom
0.01;0.21;1.05;1;Bottom
0.01;0.23;0.81;1;Bottom
0.01;0.26;0.64;1;Bottom
0.01;0.25;0.75;1;Bottom
0.02;0.24;1.68;1;Bottom
0.01;0.2;1.4;1;Bottom
0.01;0.32;0.48;1;Bottom
0.01;0.25;0.66;1;Bottom
0.02;0.23;1.39;1;Bottom
0.01;0.22;1.3;1;Bottom
0.01;0.25;0.63;1;Bottom
